"event","trial","time"
"focus","0","1193"
"blur","1","633527"
"focus","1","667262"
"blur","1","681455"
"focus","1","695044"
"blur","1","705622"
"focus","1","728597"
"fullscreenenter","2","742090"
"blur","1180","2757507"
"focus","1180","2757508"
"blur","1180","2759203"
"focus","1180","2759205"
