"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","worker_id","start_time","experiment_order","view_history","rt","experiment","stimulus","response","phase","word_1","word_2","word_3","word_4","word_5","original_word_set","response_1","response_2","response_3","response_4","response_5","question_order","talk_out_loud","strategy_free_ans","wait_time","correct","image_1","image_2","cor_key","type","condition","answer","operation","symbol_cue","trial_no","color_cue","judgment_type","stim_1","stim_2","inverted","true_pos","true_neg","false_pos","false_neg"
"true","false","[]","[]","[]","preload","0","4459","0.0-0.0","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","12110","0.0-1.0","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","[{""page_index"":0,""viewing_time"":7650.199999988079}]","7650.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","14576","0.0-2.0","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","21977","0.0-3.0","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","[{""page_index"":0,""viewing_time"":7399.799999952316}]","7400.099999964237","phon_sim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","4","34980","0.0-4.0-0.0","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">mad</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">man</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">map</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">mat</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">max</h1></div>","null","training","mad","man","map","mat","max","training","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","5","41020","0.0-4.0-1.0","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","6037.099999964237","phon_sim","","{""position_1"":""mad"",""position_2"":""man"",""position_3"":""map"",""position_4"":""mat"",""position_5"":""max""}","training","","","","","","","mad","man","map","mat","max","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","46021","0.0-4.0-2.0","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<h1 id=""word_1"">mad</h1><h1 id=""word_2"">man</h1><h1 id=""word_3"">map</h1><h1 id=""word_4"">mat</h1><h1 id=""word_5"">max</h1>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","7","59023","0.0-4.0-0.1","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">pen</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">rig</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">day</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">bar</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">cow</h1></div>","null","training","pen","rig","day","bar","cow","training","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","8","64221","0.0-4.0-1.1","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","5195","phon_sim","","{""position_1"":""rig"",""position_2"":""bear"",""position_3"":""bar"",""position_4"":""pig"",""position_5"":""cow""}","training","","","","","","","rig","bear","bar","pig","cow","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","9","69222","0.0-4.0-2.1","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<h1 id=""word_1"">pen</h1><h1 id=""word_2"">rig</h1><h1 id=""word_3"">day</h1><h1 id=""word_4"">bar</h1><h1 id=""word_5"">cow</h1>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","70895","0.0-5.0","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","[{""page_index"":0,""viewing_time"":1672.5}]","1672.800000011921","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","83897","0.0-6.0-0.0","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">sleigh</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">board</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">row</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">friend</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">plea</h1></div>","null","experiment","sleigh","board","row","friend","plea","controlSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","12","88233","0.0-6.0-1.0","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","4332.899999976158","phon_sim","","{""position_1"":""sleigh"",""position_2"":""board"",""position_3"":""row"",""position_4"":""friend"",""position_5"":""plea""}","experiment","","","","","","","sleigh","board","row","friend","plea","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","13","101235","0.0-6.0-0.1","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">dough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1></div>","null","experiment","dough","cough","rough","bough","through","orthoSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","14","106677","0.0-6.0-1.1","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","5439.800000011921","phon_sim","","{""position_1"":""dough"",""position_2"":""cough"",""position_3"":""rough"",""position_4"":""bough"",""position_5"":""through""}","experiment","","","","","","","dough","cough","rough","bough","through","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","15","119679","0.0-6.0-0.2","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">dough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1></div>","null","experiment","dough","rough","cough","bough","through","orthoSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","16","126450","0.0-6.0-1.2","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","6768.099999964237","phon_sim","","{""position_1"":""dough"",""position_2"":""rough"",""position_3"":""cough"",""position_4"":""bough"",""position_5"":""through""}","experiment","","","","","","","dough","rough","cough","bough","through","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","139452","0.0-6.0-0.3","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">dough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1></div>","null","experiment","dough","rough","through","bough","cough","orthoSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","18","145985","0.0-6.0-1.3","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","6530.099999964237","phon_sim","","{""position_1"":""dough"",""position_2"":""rough"",""position_3"":""through"",""position_4"":""bough"",""position_5"":""cough""}","experiment","","","","","","","dough","rough","through","bough","cough","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","19","158987","0.0-6.0-0.4","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">taut</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">caught</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">sort</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">wart</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">bought</h1></div>","null","experiment","taut","caught","sort","wart","bought","phonSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","20","167254","0.0-6.0-1.4","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","8264.300000011921","phon_sim","","{""position_1"":""taught"",""position_2"":""caught"",""position_3"":""sort"",""position_4"":""wart"",""position_5"":""bought""}","experiment","","","","","","","taught","caught","sort","wart","bought","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","21","180256","0.0-6.0-0.5","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">wart</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">taut</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">caught</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">bought</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">sort</h1></div>","null","experiment","wart","taut","caught","bought","sort","phonSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","22","185169","0.0-6.0-1.5","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","4910.100000023842","phon_sim","","{""position_1"":""wart"",""position_2"":""taut"",""position_3"":""caught"",""position_4"":""bought"",""position_5"":""plea""}","experiment","","","","","","","wart","taut","caught","bought","plea","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","23","198172","0.0-6.0-0.6","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">through</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1></div>","null","experiment","through","cough","bough","rough","dough","orthoSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","24","206116","0.0-6.0-1.6","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","7941.300000011921","phon_sim","","{""position_1"":""through"",""position_2"":""cough"",""position_3"":""bough"",""position_4"":""rough"",""position_5"":""dough""}","experiment","","","","","","","through","cough","bough","rough","dough","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","25","219118","0.0-6.0-0.7","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">bought</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">wart</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">sort</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">caught</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">taut</h1></div>","null","experiment","bought","wart","sort","caught","taut","phonSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","26","224893","0.0-6.0-1.7","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","5772.299999952316","phon_sim","","{""position_1"":""wart"",""position_2"":""sort"",""position_3"":""caught"",""position_4"":""bought"",""position_5"":""taught""}","experiment","","","","","","","wart","sort","caught","bought","taught","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","27","237895","0.0-6.0-0.8","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">friend</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">row</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">sleigh</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">board</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">plea</h1></div>","null","experiment","friend","row","sleigh","board","plea","controlSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","28","245193","0.0-6.0-1.8","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","7295.199999988079","phon_sim","","{""position_1"":""friend"",""position_2"":""row"",""position_3"":""sleigh"",""position_4"":""board"",""position_5"":""plea""}","experiment","","","","","","","friend","row","sleigh","board","plea","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","29","258195","0.0-6.0-0.9","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">caught</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">sort</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">wart</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">bought</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">taut</h1></div>","null","experiment","caught","sort","wart","bought","taut","phonSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","30","263877","0.0-6.0-1.9","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","5679.300000011921","phon_sim","","{""position_1"":""sort"",""position_2"":""wart"",""position_3"":""bought"",""position_4"":""taut"",""position_5"":""plea""}","experiment","","","","","","","sort","wart","bought","taut","plea","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","31","276880","0.0-6.0-0.10","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">rough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1></div>","null","experiment","rough","through","bough","dough","cough","orthoSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","32","284942","0.0-6.0-1.10","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","8058.300000011921","phon_sim","","{""position_1"":""rough"",""position_2"":""through"",""position_3"":""bough"",""position_4"":""dough"",""position_5"":""cough""}","experiment","","","","","","","rough","through","bough","dough","cough","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","33","297944","0.0-6.0-0.11","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">board</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">plea</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">sleigh</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">friend</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">row</h1></div>","null","experiment","board","plea","sleigh","friend","row","controlSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","34","303214","0.0-6.0-1.11","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","5267.699999988079","phon_sim","","{""position_1"":""board"",""position_2"":""plea"",""position_3"":""sleigh"",""position_4"":""friend"",""position_5"":""row""}","experiment","","","","","","","board","plea","sleigh","friend","row","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","35","316216","0.0-6.0-0.12","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">board</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">plea</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">row</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">friend</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">sleigh</h1></div>","null","experiment","board","plea","row","friend","sleigh","controlSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","36","322067","0.0-6.0-1.12","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","5848.699999988079","phon_sim","","{""position_1"":""board"",""position_2"":""plea"",""position_3"":""row"",""position_4"":""friend"",""position_5"":""sleigh""}","experiment","","","","","","","board","plea","row","friend","sleigh","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","37","335069","0.0-6.0-0.13","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">sleigh</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">row</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">board</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">friend</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">plea</h1></div>","null","experiment","sleigh","row","board","friend","plea","controlSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","38","340179","0.0-6.0-1.13","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","5107","phon_sim","","{""position_1"":""sleigh"",""position_2"":""row"",""position_3"":""board"",""position_4"":""friend"",""position_5"":""plea""}","experiment","","","","","","","sleigh","row","board","friend","plea","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","39","353181","0.0-6.0-0.14","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">sort</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">caught</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">taut</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">wart</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">bought</h1></div>","null","experiment","sort","caught","taut","wart","bought","phonSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","40","358756","0.0-6.0-1.14","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","5571.699999988079","phon_sim","","{""position_1"":""sort"",""position_2"":""caught"",""position_3"":""taut"",""position_4"":""wart"",""position_5"":""bought""}","experiment","","","","","","","sort","caught","taut","wart","bought","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","41","371758","0.0-6.0-0.15","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">bought</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">taut</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">caught</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">wart</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">sort</h1></div>","null","experiment","bought","taut","caught","wart","sort","phonSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","42","376497","0.0-6.0-1.15","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","4735.899999976158","phon_sim","","{""position_1"":""bought"",""position_2"":""taut"",""position_3"":""caught"",""position_4"":""wart"",""position_5"":""sort""}","experiment","","","","","","","bought","taut","caught","wart","sort","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","43","389499","0.0-6.0-0.16","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">row</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">friend</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">board</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">plea</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">sleigh</h1></div>","null","experiment","row","friend","board","plea","sleigh","controlSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","44","394609","0.0-6.0-1.16","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","5107.300000011921","phon_sim","","{""position_1"":""sort"",""position_2"":""friend"",""position_3"":""board"",""position_4"":""plea"",""position_5"":""sleigh""}","experiment","","","","","","","sort","friend","board","plea","sleigh","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","45","407611","0.0-6.0-0.17","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">through</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1></div>","null","experiment","through","bough","dough","rough","cough","orthoSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","46","413472","0.0-6.0-1.17","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","5857.900000035763","phon_sim","","{""position_1"":""through"",""position_2"":""bough"",""position_3"":""dough"",""position_4"":""rough"",""position_5"":""cough""}","experiment","","","","","","","through","bough","dough","rough","cough","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","47","426474","0.0-6.0-0.18","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">caught</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">wart</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">taut</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">sort</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">bought</h1></div>","null","experiment","caught","wart","taut","sort","bought","phonSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","48","432347","0.0-6.0-1.18","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","5870","phon_sim","","{""position_1"":""cought"",""position_2"":""wart"",""position_3"":""taut"",""position_4"":""sort"",""position_5"":""bought""}","experiment","","","","","","","cought","wart","taut","sort","bought","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","49","445349","0.0-6.0-0.19","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">board</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">friend</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">row</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">plea</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">sleigh</h1></div>","null","experiment","board","friend","row","plea","sleigh","controlSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","50","450902","0.0-6.0-1.19","A1Q56N80RJLQ7S","2022-05-26T23:30:14.611Z","phon_sim-rhyme-task_switching-same_different","","5550.399999976158","phon_sim","","{""position_1"":""board"",""position_2"":""friend"",""position_3"":""row"",""position_4"":""plea"",""position_5"":""sleigh""}","experiment","","","","","","","board","friend","row","plea","sleigh","","","","","","","","","","","","","","","","","","","","","","",""
