"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","worker_id","start_time","experiment_order","view_history","rt","experiment","stimulus","response","wait_time","correct","phase","image_1","image_2","cor_key","type","question_order","talk_out_loud","strategy_free_ans","word_1","word_2","word_3","word_4","word_5","original_word_set","response_1","response_2","response_3","response_4","response_5","condition","answer","operation","color_cue","trial_no","symbol_cue","judgment_type","stim_1","stim_2","inverted","true_pos","true_neg","false_neg","false_pos"
"","","","","","survey-text","229","522373","0.0-13.0-1.10","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","6912.799999952316","phon_sim","","{""position_1"":""friend"",""position_2"":""plea"",""position_3"":""blought"",""position_4"":"""",""position_5"":""""}","","","experiment","","","","","","","","","","","","","","friend","plea","blought","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","230","535376","0.0-13.0-0.11","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">bought</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">caught</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">taut</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">sort</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">wart</h1></div>","null","","","experiment","","","","","","","","bought","caught","taut","sort","wart","phonSet","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","231","539185","0.0-13.0-1.11","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","3807.5999999046326","phon_sim","","{""position_1"":""bought"",""position_2"":""sort"",""position_3"":""wart"",""position_4"":"""",""position_5"":""""}","","","experiment","","","","","","","","","","","","","","bought","sort","wart","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","232","552187","0.0-13.0-0.12","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">through</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1></div>","null","","","experiment","","","","","","","","through","dough","rough","bough","cough","orthoSet","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","233","557083","0.0-13.0-1.12","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","4889.700000047684","phon_sim","","{""position_1"":""through"",""position_2"":""cough"",""position_3"":"""",""position_4"":"""",""position_5"":""""}","","","experiment","","","","","","","","","","","","","","through","cough","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","234","570094","0.0-13.0-0.13","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">sleigh</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">plea</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">friend</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">row</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">board</h1></div>","null","","","experiment","","","","","","","","sleigh","plea","friend","row","board","controlSet","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","235","576072","0.0-13.0-1.13","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","5972.200000047684","phon_sim","","{""position_1"":""plea"",""position_2"":""friend"",""position_3"":""row"",""position_4"":""bought"",""position_5"":""""}","","","experiment","","","","","","","","","","","","","","plea","friend","row","bought","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","236","589074","0.0-13.0-0.14","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">caught</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">sort</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">taut</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">bought</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">wart</h1></div>","null","","","experiment","","","","","","","","caught","sort","taut","bought","wart","phonSet","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","237","593681","0.0-13.0-1.14","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","4600.099999904633","phon_sim","","{""position_1"":""caught"",""position_2"":""sought"",""position_3"":""wart"",""position_4"":"""",""position_5"":""""}","","","experiment","","","","","","","","","","","","","","caught","sought","wart","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","238","606695","0.0-13.0-0.15","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">bought</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">wart</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">sort</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">caught</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">taut</h1></div>","null","","","experiment","","","","","","","","bought","wart","sort","caught","taut","phonSet","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","239","609950","0.0-13.0-1.15","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","3246.899999856949","phon_sim","","{""position_1"":""caught"",""position_2"":""taut"",""position_3"":"""",""position_4"":"""",""position_5"":""""}","","","experiment","","","","","","","","","","","","","","caught","taut","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","240","622958","0.0-13.0-0.16","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">rough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1></div>","null","","","experiment","","","","","","","","rough","bough","through","cough","dough","orthoSet","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","241","625936","0.0-13.0-1.16","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","2973.5","phon_sim","","{""position_1"":""cough"",""position_2"":""dough"",""position_3"":"""",""position_4"":"""",""position_5"":""""}","","","experiment","","","","","","","","","","","","","","cough","dough","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","242","638939","0.0-13.0-0.17","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">bough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1></div>","null","","","experiment","","","","","","","","bough","dough","cough","rough","through","orthoSet","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","243","646134","0.0-13.0-1.17","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","7189.399999856949","phon_sim","","{""position_1"":""cough"",""position_2"":""dough"",""position_3"":""through"",""position_4"":"""",""position_5"":""""}","","","experiment","","","","","","","","","","","","","","cough","dough","through","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","244","659140","0.0-13.0-0.18","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">dough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1></div>","null","","","experiment","","","","","","","","dough","rough","through","cough","bough","orthoSet","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","245","664846","0.0-13.0-1.18","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","5699.299999952316","phon_sim","","{""position_1"":""cough"",""position_2"":""bough"",""position_3"":"""",""position_4"":"""",""position_5"":""""}","","","experiment","","","","","","","","","","","","","","cough","bough","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","246","677847","0.0-13.0-0.19","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">through</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1></div>","null","","","experiment","","","","","","","","through","cough","rough","bough","dough","orthoSet","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","247","680772","0.0-13.0-1.19","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","2918.5","phon_sim","","{""position_1"":""bough"",""position_2"":""dough"",""position_3"":"""",""position_4"":"""",""position_5"":""""}","","","experiment","","","","","","","","","","","","","","bough","dough","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","248","693776","0.0-13.0-0.20","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">through</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1></div>","null","","","experiment","","","","","","","","through","bough","rough","dough","cough","orthoSet","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","249","696871","0.0-13.0-1.20","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","3090.5999999046326","phon_sim","","{""position_1"":""rough"",""position_2"":""dough"",""position_3"":""cough"",""position_4"":"""",""position_5"":""""}","","","experiment","","","","","","","","","","","","","","rough","dough","cough","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","250","709887","0.0-13.0-0.21","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">bought</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">caught</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">wart</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">taut</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">sort</h1></div>","null","","","experiment","","","","","","","","bought","caught","wart","taut","sort","phonSet","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","251","712916","0.0-13.0-1.21","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","3025.7000000476837","phon_sim","","{""position_1"":""wart"",""position_2"":""taut"",""position_3"":""sought"",""position_4"":"""",""position_5"":""""}","","","experiment","","","","","","","","","","","","","","wart","taut","sought","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","252","725918","0.0-13.0-0.22","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">through</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1></div>","null","","","experiment","","","","","","","","through","cough","bough","rough","dough","orthoSet","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","253","731273","0.0-13.0-1.22","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","5352.700000047684","phon_sim","","{""position_1"":""bough"",""position_2"":""rough"",""position_3"":"""",""position_4"":"""",""position_5"":""""}","","","experiment","","","","","","","","","","","","","","bough","rough","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","254","744275","0.0-13.0-0.23","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">plea</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">sleigh</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">friend</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">row</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">board</h1></div>","null","","","experiment","","","","","","","","plea","sleigh","friend","row","board","controlSet","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","255","749635","0.0-13.0-1.23","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","5358.299999952316","phon_sim","","{""position_1"":""friend"",""position_2"":""row"",""position_3"":""board"",""position_4"":"""",""position_5"":""""}","","","experiment","","","","","","","","","","","","","","friend","row","board","","","","","","","","","","","","","","","",""
"","","","","","survey-multi-choice","256","753311","0.0-14.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","3674.800000190735","phon_sim","","{""Q0"":""Yes""}","","","","","","","","[0]","Yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","257","763360","0.0-15.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","10046.600000143051","phon_sim","","{""Q0"":""too hard. my mind is tired. i have memory issues""}","","","","","","","","","","too hard. my mind is tired. i have memory issues","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","258","764560","0.0-16.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","[{""page_index"":0,""viewing_time"":1198.7000000476837}]","1198.9000000953674","phon_sim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","259","788263","0.0-17.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","[{""page_index"":0,""viewing_time"":23703.099999904633}]","23703.299999952316","task_switching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","260","796487","0.0-18.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","[{""page_index"":0,""viewing_time"":8223.300000190735}]","8223.5","task_switching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","261","799128","0.0-19.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","2638.2999999523163","task_switching","74","{""subtraction_ans"":""71""}","","true","training","","","","","","","","","","","","","","","","","","","subtraction","71","subtract","","","","","","","","","","",""
"","","","","","html-keyboard-response","262","800140","0.0-20.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","","","training","","","","","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","",""
"","","","","","survey-text","263","802240","0.0-21.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","2095.7999999523163","task_switching","14","{""subtraction_ans"":""11""}","","true","training","","","","","","","","","","","","","","","","","","","subtraction","11","subtract","","","","","","","","","","",""
"","","","","","html-keyboard-response","264","803257","0.0-22.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","","","training","","","","","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","",""
"","","","","","survey-text","265","804614","0.0-23.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","1354.7999999523163","task_switching","18","{""subtraction_ans"":""15""}","","true","training","","","","","","","","","","","","","","","","","","","subtraction","15","subtract","","","","","","","","","","",""
"","","","","","html-keyboard-response","266","805630","0.0-24.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","","","training","","","","","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","",""
"","","","","","survey-text","267","808239","0.0-25.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","2604.7999999523163","task_switching","31","{""subtraction_ans"":""28""}","","true","training","","","","","","","","","","","","","","","","","","","subtraction","28","subtract","","","","","","","","","","",""
"","","","","","html-keyboard-response","268","809245","0.0-26.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","","","training","","","","","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","",""
"","","","","","survey-text","269","811049","0.0-27.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","1799","task_switching","67","{""subtraction_ans"":""63""}","","false","training","","","","","","","","","","","","","","","","","","","subtraction","63","subtract","","","","","","","","","","",""
"","","","","","html-keyboard-response","270","816058","0.0-28.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","task_switching","<div style=""color:darkred; font-size:40px"">Right direction but be careful with the numbers.<p> Correct answer: 64</p></div>","null","","","training","","","","","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","",""
"","","","","","survey-text","271","818458","0.0-29.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","2397.600000143051","task_switching","87","{""subtraction_ans"":""84""}","","true","training","","","","","","","","","","","","","","","","","","","subtraction","84","subtract","","","","","","","","","","",""
"","","","","","html-keyboard-response","272","819471","0.0-30.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","","","training","","","","","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","",""
"","","","","","survey-text","273","821083","0.0-31.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","1609.4000000953674","task_switching","40","{""subtraction_ans"":""37""}","","true","training","","","","","","","","","","","","","","","","","","","subtraction","37","subtract","","","","","","","","","","",""
"","","","","","html-keyboard-response","274","822092","0.0-32.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","","","training","","","","","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","",""
"","","","","","survey-text","275","824090","0.0-33.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","1994.7999999523163","task_switching","58","{""subtraction_ans"":""55""}","","true","training","","","","","","","","","","","","","","","","","","","subtraction","55","subtract","","","","","","","","","","",""
"","","","","","html-keyboard-response","276","825102","0.0-34.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","","","training","","","","","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","",""
"","","","","","survey-text","277","826837","0.0-35.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","1731.7000000476837","task_switching","76","{""subtraction_ans"":""73""}","","true","training","","","","","","","","","","","","","","","","","","","subtraction","73","subtract","","","","","","","","","","",""
"","","","","","html-keyboard-response","278","827841","0.0-36.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","","","training","","","","","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","",""
"","","","","","survey-text","279","830008","0.0-37.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","2162.4000000953674","task_switching","49","{""subtraction_ans"":""46""}","","true","training","","","","","","","","","","","","","","","","","","","subtraction","46","subtract","","","","","","","","","","",""
"","","","","","html-keyboard-response","280","831017","0.0-38.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","","","training","","","","","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","",""
"","","","","","instructions","281","832975","0.0-39.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","[{""page_index"":0,""viewing_time"":1957.1999998092651}]","1957.3999998569489","task_switching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","282","834806","0.0-40.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","1830.2000000476837","task_switching","26","{""subtraction_ans"":""23""}","","true","experiment","","","","","","","","","","","","","","","","","","","subtraction","23","subtract","","","","","","","","","","",""
"","","","","","survey-text","283","837008","0.0-41.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","2200.5","task_switching","69","{""subtraction_ans"":""66""}","","true","experiment","","","","","","","","","","","","","","","","","","","subtraction","66","subtract","","","","","","","","","","",""
"","","","","","survey-text","284","839824","0.0-42.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","2814.600000143051","task_switching","49","{""subtraction_ans"":""46""}","","true","experiment","","","","","","","","","","","","","","","","","","","subtraction","46","subtract","","","","","","","","","","",""
"","","","","","survey-text","285","841515","0.0-43.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","1688.5","task_switching","37","{""subtraction_ans"":""34""}","","true","experiment","","","","","","","","","","","","","","","","","","","subtraction","34","subtract","","","","","","","","","","",""
"","","","","","survey-text","286","843221","0.0-44.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","1704.9000000953674","task_switching","24","{""subtraction_ans"":""21""}","","true","experiment","","","","","","","","","","","","","","","","","","","subtraction","21","subtract","","","","","","","","","","",""
"","","","","","survey-text","287","845213","0.0-45.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","1990.6999998092651","task_switching","97","{""subtraction_ans"":""94""}","","true","experiment","","","","","","","","","","","","","","","","","","","subtraction","94","subtract","","","","","","","","","","",""
"","","","","","survey-text","288","847278","0.0-46.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","2063.5","task_switching","31","{""subtraction_ans"":""28""}","","true","experiment","","","","","","","","","","","","","","","","","","","subtraction","28","subtract","","","","","","","","","","",""
"","","","","","survey-text","289","849460","0.0-47.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","2180.4000000953674","task_switching","81","{""subtraction_ans"":""78""}","","true","experiment","","","","","","","","","","","","","","","","","","","subtraction","78","subtract","","","","","","","","","","",""
"","","","","","survey-text","290","851090","0.0-48.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","1628.2999999523163","task_switching","55","{""subtraction_ans"":""52""}","","true","experiment","","","","","","","","","","","","","","","","","","","subtraction","52","subtract","","","","","","","","","","",""
"","","","","","survey-text","291","852628","0.0-49.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","1536.6999998092651","task_switching","14","{""subtraction_ans"":""11""}","","true","experiment","","","","","","","","","","","","","","","","","","","subtraction","11","subtract","","","","","","","","","","",""
"","","","","","survey-text","292","854251","0.0-50.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","1622.0999999046326","task_switching","78","{""subtraction_ans"":""75""}","","true","experiment","","","","","","","","","","","","","","","","","","","subtraction","75","subtract","","","","","","","","","","",""
"","","","","","survey-text","293","858270","0.0-51.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","4017","task_switching","67","{""subtraction_ans"":""64""}","","true","experiment","","","","","","","","","","","","","","","","","","","subtraction","64","subtract","","","","","","","","","","",""
"","","","","","survey-text","294","860489","0.0-52.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","2217.5999999046326","task_switching","96","{""subtraction_ans"":""93""}","","true","experiment","","","","","","","","","","","","","","","","","","","subtraction","93","subtract","","","","","","","","","","",""
"","","","","","survey-text","295","862769","0.0-53.0","A15T9HDPHV3X7Q","2022-05-19T02:18:12.889Z","rhyme-phon_sim-task_switching-same_different","","2278.2000000476837","task_switching","45","{""subtraction_ans"":""42""}","","true","experiment","","","","","","","","","","","","","","","","","","","subtraction","42","subtract","","","","","","","","","","",""
