"event","trial","time"
"fullscreenenter","2","21371"
"fullscreenexit","205","199843"
"blur","205","204396"
"focus","205","218085"
"blur","1020","1101384"
"focus","1020","1104008"
"blur","1067","1773454"
"focus","1067","1773671"
