"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","worker_id","start_time","experiment_order","view_history","rt","experiment","stimulus","response","wait_time","correct","phase","image_1","image_2","cor_key","type","question_order","talk_out_loud","strategy_free_ans","condition","answer","operation","symbol_cue","trial_no","color_cue","judgment_type","stim_1","stim_2","inverted","true_pos","true_neg","false_neg","word_1","word_2","word_3","word_4","word_5","original_word_set","response_1","response_2","response_3","response_4","response_5"
"","","","","","html-keyboard-response","645","1238809","0.0-276.0-3.44","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different"," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","646","1239563","0.0-276.0-0.45","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different","<div style=""font-size:60px"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","647","1242922","0.0-276.0-1.45","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","3355.7999999998137","same_different","[""<img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:39%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:54%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:32%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:61%\""><div style=\""font-size:60px;text-align: center;margin-top:35.2%\"">+</div><div id=\""first\"" style=\""position: fixed;visibility: hidden;left:48%;top:34%\""><img src=\""same_diff_imgs/D09.gif\"" style=\""-webkit-transform: scaleX(-1);transform: scaleX(-1);\""></div><div id=\""delayed\"" style=\""position: fixed;visibility: hidden;left:55%;top:49%\""><img src=\""same_diff_imgs/C14.gif\"" style=\""-webkit-transform: scaleX(-1);transform: scaleX(-1);\""></div>""]","arrowdown","","true","","","","","","","","","","different","","","","","categorical_image","same_diff_imgs/D09.gif","same_diff_imgs/C14.gif","yes","","1","","","","","","","","","","","",""
"","","","","","html-keyboard-response","648","1242925","0.0-276.0-2.45","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null",""," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","649","1243238","0.0-276.0-3.45","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different"," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","650","1243993","0.0-276.0-0.46","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different","<div style=""font-size:60px"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","651","1246794","0.0-276.0-1.46","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","2797.600000000093","same_different","[""<img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:39%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:54%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:32%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:61%\""><div style=\""font-size:60px; text-align: center;margin-top:35.2%\"">+</div><div id=\""first\"" style=\""position: fixed;visibility: hidden;left:48%;top:34%\""><img src=\""same_diff_imgs/C04.gif\""></div><div id=\""delayed\"" style=\""position: fixed;visibility: hidden;left:55%;top:49%\""><img src=\""same_diff_imgs/D09.gif\""></div>""]","arrowdown","","true","","","","","","","","","","different","","","","","categorical_image","same_diff_imgs/C04.gif","same_diff_imgs/D09.gif","no","","1","","","","","","","","","","","",""
"","","","","","html-keyboard-response","652","1246796","0.0-276.0-2.46","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null",""," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","653","1247101","0.0-276.0-3.46","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different"," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","654","1247861","0.0-276.0-0.47","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different","<div style=""font-size:60px"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","655","1249626","0.0-276.0-1.47","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","1761.7999999998137","same_different","[""<img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:39%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:54%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:32%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:61%\""><div style=\""font-size:60px; text-align: center;margin-top:35.2%\"">+</div><div id=\""first\"" style=\""position: fixed;visibility: hidden;left:48%;top:34%\""><img src=\""same_diff_imgs/D07.gif\""></div><div id=\""delayed\"" style=\""position: fixed;visibility: hidden;left:40%;top:48%\""><img src=\""same_diff_imgs/C09.gif\""></div>""]","arrowdown","","true","","","","","","","","","","different","","","","","categorical_image","same_diff_imgs/D07.gif","same_diff_imgs/C09.gif","no","","1","","","","","","","","","","","",""
"","","","","","html-keyboard-response","656","1249628","0.0-276.0-2.47","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null",""," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","657","1249942","0.0-276.0-3.47","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different"," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","658","1250702","0.0-276.0-0.48","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different","<div style=""font-size:60px"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","659","1252459","0.0-276.0-1.48","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","1755","same_different","[""<img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:39%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:54%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:32%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:61%\""><div style=\""font-size:60px; text-align: center;margin-top:35.2%\"">+</div><div id=\""first\"" style=\""position: fixed;visibility: hidden;left:48%;top:34%\""><img src=\""same_diff_imgs/D07.gif\""></div><div id=\""delayed\"" style=\""position: fixed;visibility: hidden;left:40%;top:48%\""><img src=\""same_diff_imgs/C04.gif\""></div>""]","arrowdown","","true","","","","","","","","","","different","","","","","categorical_image","same_diff_imgs/D07.gif","same_diff_imgs/C04.gif","no","","1","","","","","","","","","","","",""
"","","","","","html-keyboard-response","660","1252461","0.0-276.0-2.48","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null",""," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","661","1252773","0.0-276.0-3.48","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different"," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","662","1253532","0.0-276.0-0.49","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different","<div style=""font-size:60px"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","663","1255287","0.0-276.0-1.49","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","1752.7999999998137","same_different","[""<img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:39%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:54%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:32%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:61%\""><div style=\""font-size:60px; text-align: center;margin-top:35.2%\"">+</div><div id=\""first\"" style=\""position: fixed;visibility: hidden;left:55%;top:49%\""><img src=\""same_diff_imgs/D09.gif\""></div><div id=\""delayed\"" style=\""position: fixed;visibility: hidden;left:48%;top:62%\""><img src=\""same_diff_imgs/D11.gif\""></div>""]","arrowup","","true","","","","","","","","","","same","","","","","categorical_image","same_diff_imgs/D09.gif","same_diff_imgs/D11.gif","no","1","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","664","1255289","0.0-276.0-2.49","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null",""," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","665","1255593","0.0-276.0-3.49","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different"," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","666","1260578","0.0-277.0","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","[{""page_index"":0,""viewing_time"":4983.700000000186}]","4984.200000000186","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","667","1261334","0.0-278.0-0.0","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different","<div style=""font-size:60px"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","668","1263539","0.0-278.0-1.0","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","2197.100000000093","same_different","[""<img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:39%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:54%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:32%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:61%\""><div style=\""font-size:60px;text-align: center;margin-top:35.2%\"">+</div><div id=\""first\"" style=\""position: fixed;visibility: hidden;left:40%;top:48%\""><img src=\""same_diff_imgs/D07.gif\"" style=\""-webkit-transform: scaleX(-1);transform: scaleX(-1);\""></div><div id=\""delayed\"" style=\""position: fixed;visibility: hidden;left:48%;top:62%\""><img src=\""same_diff_imgs/D07.gif\"" style=\""-webkit-transform: scaleX(-1);transform: scaleX(-1);\""></div>""]","arrowup","","true","","","","","","","","","","same","","","","","categorical_image","same_diff_imgs/D07.gif","same_diff_imgs/D07.gif","yes","1","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","669","1263541","0.0-278.0-2.0","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null",""," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","670","1263856","0.0-278.0-3.0","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different"," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","671","1264611","0.0-278.0-0.1","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different","<div style=""font-size:60px"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","672","1266617","0.0-278.0-1.1","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","2003.7000000001863","same_different","[""<img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:39%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:54%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:32%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:61%\""><div style=\""font-size:60px;text-align: center;margin-top:35.2%\"">+</div><div id=\""first\"" style=\""position: fixed;visibility: hidden;left:48%;top:62%\""><img src=\""same_diff_imgs/C09.gif\"" style=\""-webkit-transform: scaleX(-1);transform: scaleX(-1);\""></div><div id=\""delayed\"" style=\""position: fixed;visibility: hidden;left:55%;top:49%\""><img src=\""same_diff_imgs/C04.gif\"" style=\""-webkit-transform: scaleX(-1);transform: scaleX(-1);\""></div>""]","arrowdown","","false","","","","","","","","","","same","","","","","categorical_image","same_diff_imgs/C09.gif","same_diff_imgs/C04.gif","yes","","","1","","","","","","","","","","",""
"","","","","","html-keyboard-response","673","1267123","0.0-278.0-2.1","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","","<div style=""color:darkred; font-size:40px"">Incorrect!</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","674","1267427","0.0-278.0-3.1","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different"," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","675","1268191","0.0-278.0-0.2","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different","<div style=""font-size:60px"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","676","1269843","0.0-278.0-1.2","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","1650.1000000000931","same_different","[""<img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:39%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:54%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:32%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:61%\""><div style=\""font-size:60px;text-align: center;margin-top:35.2%\"">+</div><div id=\""first\"" style=\""position: fixed;visibility: hidden;left:48%;top:62%\""><img src=\""same_diff_imgs/D09.gif\"" style=\""-webkit-transform: scaleX(-1);transform: scaleX(-1);\""></div><div id=\""delayed\"" style=\""position: fixed;visibility: hidden;left:55%;top:49%\""><img src=\""same_diff_imgs/D11.gif\"" style=\""-webkit-transform: scaleX(-1);transform: scaleX(-1);\""></div>""]","arrowup","","true","","","","","","","","","","same","","","","","categorical_image","same_diff_imgs/D09.gif","same_diff_imgs/D11.gif","yes","1","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","677","1269845","0.0-278.0-2.2","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null",""," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","678","1270151","0.0-278.0-3.2","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different"," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","679","1270904","0.0-278.0-0.3","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different","<div style=""font-size:60px"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","680","1272495","0.0-278.0-1.3","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","1587.7999999998137","same_different","[""<img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:39%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:54%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:32%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:61%\""><div style=\""font-size:60px; text-align: center;margin-top:35.2%\"">+</div><div id=\""first\"" style=\""position: fixed;visibility: hidden;left:55%;top:49%\""><img src=\""same_diff_imgs/C09.gif\""></div><div id=\""delayed\"" style=\""position: fixed;visibility: hidden;left:48%;top:62%\""><img src=\""same_diff_imgs/C09.gif\""></div>""]","arrowdown","","false","","","","","","","","","","same","","","","","categorical_image","same_diff_imgs/C09.gif","same_diff_imgs/C09.gif","no","","","1","","","","","","","","","","",""
"","","","","","html-keyboard-response","681","1273001","0.0-278.0-2.3","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","","<div style=""color:darkred; font-size:40px"">Incorrect!</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","682","1273316","0.0-278.0-3.3","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different"," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","683","1274074","0.0-278.0-0.4","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different","<div style=""font-size:60px"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","684","1275968","0.0-278.0-1.4","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","1892.2000000001863","same_different","[""<img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:39%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:54%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:32%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:61%\""><div style=\""font-size:60px; text-align: center;margin-top:35.2%\"">+</div><div id=\""first\"" style=\""position: fixed;visibility: hidden;left:55%;top:49%\""><img src=\""same_diff_imgs/D07.gif\""></div><div id=\""delayed\"" style=\""position: fixed;visibility: hidden;left:48%;top:62%\""><img src=\""same_diff_imgs/C14.gif\""></div>""]","arrowdown","","true","","","","","","","","","","different","","","","","categorical_image","same_diff_imgs/D07.gif","same_diff_imgs/C14.gif","no","","1","","","","","","","","","","","",""
"","","","","","html-keyboard-response","685","1275970","0.0-278.0-2.4","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null",""," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","686","1276273","0.0-278.0-3.4","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different"," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","687","1277031","0.0-278.0-0.5","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different","<div style=""font-size:60px"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","688","1279280","0.0-278.0-1.5","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","2246.5","same_different","[""<img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:39%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:54%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:32%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:61%\""><div style=\""font-size:60px; text-align: center;margin-top:35.2%\"">+</div><div id=\""first\"" style=\""position: fixed;visibility: hidden;left:40%;top:48%\""><img src=\""same_diff_imgs/C14.gif\""></div><div id=\""delayed\"" style=\""position: fixed;visibility: hidden;left:55%;top:49%\""><img src=\""same_diff_imgs/C04.gif\""></div>""]","arrowup","","true","","","","","","","","","","same","","","","","categorical_image","same_diff_imgs/C14.gif","same_diff_imgs/C04.gif","no","1","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","689","1279282","0.0-278.0-2.5","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null",""," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","690","1279591","0.0-278.0-3.5","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different"," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","691","1280346","0.0-278.0-0.6","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different","<div style=""font-size:60px"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","692","1282001","0.0-278.0-1.6","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","1652.3000000002794","same_different","[""<img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:39%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:54%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:32%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:61%\""><div style=\""font-size:60px;text-align: center;margin-top:35.2%\"">+</div><div id=\""first\"" style=\""position: fixed;visibility: hidden;left:40%;top:48%\""><img src=\""same_diff_imgs/C09.gif\"" style=\""-webkit-transform: scaleX(-1);transform: scaleX(-1);\""></div><div id=\""delayed\"" style=\""position: fixed;visibility: hidden;left:48%;top:62%\""><img src=\""same_diff_imgs/D09.gif\"" style=\""-webkit-transform: scaleX(-1);transform: scaleX(-1);\""></div>""]","arrowdown","","true","","","","","","","","","","different","","","","","categorical_image","same_diff_imgs/C09.gif","same_diff_imgs/D09.gif","yes","","1","","","","","","","","","","","",""
"","","","","","html-keyboard-response","693","1282002","0.0-278.0-2.6","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null",""," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","694","1282305","0.0-278.0-3.6","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different"," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","695","1283060","0.0-278.0-0.7","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different","<div style=""font-size:60px"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","696","1284839","0.0-278.0-1.7","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","1776.8999999999069","same_different","[""<img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:39%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:54%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:32%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:61%\""><div style=\""font-size:60px; text-align: center;margin-top:35.2%\"">+</div><div id=\""first\"" style=\""position: fixed;visibility: hidden;left:55%;top:49%\""><img src=\""same_diff_imgs/D09.gif\""></div><div id=\""delayed\"" style=\""position: fixed;visibility: hidden;left:48%;top:62%\""><img src=\""same_diff_imgs/D09.gif\""></div>""]","arrowup","","true","","","","","","","","","","same","","","","","categorical_image","same_diff_imgs/D09.gif","same_diff_imgs/D09.gif","no","1","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","697","1284841","0.0-278.0-2.7","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null",""," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","698","1285148","0.0-278.0-3.7","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different"," ","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","699","1285906","0.0-278.0-0.8","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","null","same_different","<div style=""font-size:60px"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","700","1287735","0.0-278.0-1.8","A26BQ33MHKVYFB","2022-05-27T01:09:36.203Z","rhyme-task_switching-same_different-phon_sim","","1826.8999999999069","same_different","[""<img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:39%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:54%;top:47%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:32%\""><img src=\""square.png\"" width=\""100\"" height=\""100\"" style=\""position: fixed;left:46.5%;top:61%\""><div style=\""font-size:60px; text-align: center;margin-top:35.2%\"">+</div><div id=\""first\"" style=\""position: fixed;visibility: hidden;left:55%;top:49%\""><img src=\""same_diff_imgs/C09.gif\""></div><div id=\""delayed\"" style=\""position: fixed;visibility: hidden;left:48%;top:62%\""><img src=\""same_diff_imgs/D07.gif\""></div>""]","arrowdown","","true","","","","","","","","","","different","","","","","categorical_image","same_diff_imgs/C09.gif","same_diff_imgs/D07.gif","no","","1","","","","","","","","","","","",""
