"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","worker_id","start_time","experiment_order","view_history","rt","experiment","stimulus","response","phase","word_1","word_2","word_3","word_4","word_5","original_word_set","response_1","response_2","response_3","response_4","response_5","question_order","talk_out_loud","strategy_free_ans","condition","answer","correct","operation","color_cue","trial_no","symbol_cue","wait_time","image_1","image_2","cor_key","type","judgment_type","stim_1","stim_2","inverted","true_pos","true_neg","false_neg","false_pos"
"","","","","","html-keyboard-response","450","3790348","0.0-277.0-2.36","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","2076.7000000476837","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/pear.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/rope.png"" width=""300""></div>","arrowdown","experiment","","","","","","","","","","","","","","","","","true","","","","","","visual/pear.png","visual/rope.png","ArrowDown","NR","","","","","","","",""
"","","","","","html-keyboard-response","451","3791109","0.0-277.0-0.37","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","750","","","","","","","","","","","",""
"","","","","","html-keyboard-response","452","3791624","0.0-277.0-1.37","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","453","3794059","0.0-277.0-2.37","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","2429.399999976158","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/socks.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/fox.png"" width=""300""></div>","arrowdown","experiment","","","","","","","","","","","","","","","","","false","","","","","","visual/socks.png","visual/fox.png","ArrowUp","non-ortho","","","","","","","",""
"","","","","","html-keyboard-response","454","3794312","0.0-277.0-0.38","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","250","","","","","","","","","","","",""
"","","","","","html-keyboard-response","455","3794822","0.0-277.0-1.38","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","456","3797581","0.0-277.0-2.38","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","2752.100000023842","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/bin.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/chin.png"" width=""300""></div>","arrowdown","experiment","","","","","","","","","","","","","","","","","false","","","","","","visual/bin.png","visual/chin.png","ArrowUp","ortho","","","","","","","",""
"","","","","","html-keyboard-response","457","3798339","0.0-277.0-0.39","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","750","","","","","","","","","","","",""
"","","","","","html-keyboard-response","458","3798857","0.0-277.0-1.39","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","459","3800280","0.0-277.0-2.39","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","1416.6000000238419","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/jar.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/whale.png"" width=""300""></div>","arrowdown","experiment","","","","","","","","","","","","","","","","","true","","","","","","visual/jar.png","visual/whale.png","ArrowDown","NR","","","","","","","",""
"","","","","","html-keyboard-response","460","3800787","0.0-277.0-0.40","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","",""
"","","","","","html-keyboard-response","461","3801297","0.0-277.0-1.40","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","462","3802785","0.0-277.0-2.40","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","1483.8999999761581","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/key.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/tree.png"" width=""300""></div>","arrowup","experiment","","","","","","","","","","","","","","","","","true","","","","","","visual/key.png","visual/tree.png","ArrowUp","non-ortho","","","","","","","",""
"","","","","","html-keyboard-response","463","3803045","0.0-277.0-0.41","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","250","","","","","","","","","","","",""
"","","","","","html-keyboard-response","464","3803555","0.0-277.0-1.41","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","465","3806243","0.0-277.0-2.41","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","2683.7000000476837","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/wheel.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/seal.png"" width=""300""></div>","arrowup","experiment","","","","","","","","","","","","","","","","","true","","","","","","visual/wheel.png","visual/seal.png","ArrowUp","non-ortho","","","","","","","",""
"","","","","","html-keyboard-response","466","3806501","0.0-277.0-0.42","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","250","","","","","","","","","","","",""
"","","","","","html-keyboard-response","467","3807012","0.0-277.0-1.42","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","468","3809385","0.0-277.0-2.42","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","2367.3000000715256","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/soap.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/rope.png"" width=""300""></div>","arrowdown","experiment","","","","","","","","","","","","","","","","","false","","","","","","visual/soap.png","visual/rope.png","ArrowUp","non-ortho","","","","","","","",""
"","","","","","html-keyboard-response","469","3809638","0.0-277.0-0.43","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","250","","","","","","","","","","","",""
"","","","","","html-keyboard-response","470","3810162","0.0-277.0-1.43","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","471","3811730","0.0-277.0-2.43","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","1561","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/chair.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/pear.png"" width=""300""></div>","arrowup","experiment","","","","","","","","","","","","","","","","","true","","","","","","visual/chair.png","visual/pear.png","ArrowUp","non-ortho","","","","","","","",""
"","","","","","html-keyboard-response","472","3812484","0.0-277.0-0.44","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","750","","","","","","","","","","","",""
"","","","","","html-keyboard-response","473","3812994","0.0-277.0-1.44","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","474","3814538","0.0-277.0-2.44","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","1538.1000000238419","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/bed.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/bread.png"" width=""300""></div>","arrowup","experiment","","","","","","","","","","","","","","","","","true","","","","","","visual/bed.png","visual/bread.png","ArrowUp","non-ortho","","","","","","","",""
"","","","","","html-keyboard-response","475","3815333","0.0-277.0-0.45","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","750","","","","","","","","","","","",""
"","","","","","html-keyboard-response","476","3815862","0.0-277.0-1.45","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","477","3817736","0.0-277.0-2.45","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","1869.7000000476837","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/shark.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/moon.png"" width=""300""></div>","arrowdown","experiment","","","","","","","","","","","","","","","","","true","","","","","","visual/shark.png","visual/moon.png","ArrowDown","NR","","","","","","","",""
"","","","","","html-keyboard-response","478","3818490","0.0-277.0-0.46","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","750","","","","","","","","","","","",""
"","","","","","html-keyboard-response","479","3819008","0.0-277.0-1.46","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","480","3820560","0.0-277.0-2.46","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","1544.2000000476837","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/box.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/fox.png"" width=""300""></div>","arrowup","experiment","","","","","","","","","","","","","","","","","true","","","","","","visual/box.png","visual/fox.png","ArrowUp","ortho","","","","","","","",""
"","","","","","html-keyboard-response","481","3821588","0.0-277.0-0.47","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","",""
"","","","","","html-keyboard-response","482","3822107","0.0-277.0-1.47","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","483","3823681","0.0-277.0-2.47","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","1569.6000000238419","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/rose.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/nose.png"" width=""300""></div>","arrowup","experiment","","","","","","","","","","","","","","","","","true","","","","","","visual/rose.png","visual/nose.png","ArrowUp","ortho","","","","","","","",""
"","","","","","html-keyboard-response","484","3824183","0.0-277.0-0.48","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","",""
"","","","","","html-keyboard-response","485","3824697","0.0-277.0-1.48","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","486","3826295","0.0-277.0-2.48","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","1594.8999999761581","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/key.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/snail.png"" width=""300""></div>","arrowdown","experiment","","","","","","","","","","","","","","","","","true","","","","","","visual/key.png","visual/snail.png","ArrowDown","NR","","","","","","","",""
"","","","","","html-keyboard-response","487","3827298","0.0-277.0-0.49","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","",""
"","","","","","html-keyboard-response","488","3827813","0.0-277.0-1.49","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","489","3830118","0.0-277.0-2.49","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","2300.7999999523163","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/well.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/rose.png"" width=""300""></div>","arrowdown","experiment","","","","","","","","","","","","","","","","","true","","","","","","visual/well.png","visual/rose.png","ArrowDown","NR","","","","","","","",""
"","","","","","html-keyboard-response","490","3831131","0.0-277.0-0.50","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","",""
"","","","","","html-keyboard-response","491","3831673","0.0-277.0-1.50","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","492","3833797","0.0-277.0-2.50","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","2120.3000000715256","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/egg.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/ring.png"" width=""300""></div>","arrowdown","experiment","","","","","","","","","","","","","","","","","true","","","","","","visual/egg.png","visual/ring.png","ArrowDown","NR","","","","","","","",""
"","","","","","html-keyboard-response","493","3834064","0.0-277.0-0.51","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","250","","","","","","","","","","","",""
"","","","","","html-keyboard-response","494","3834575","0.0-277.0-1.51","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","495","3836935","0.0-277.0-2.51","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","2353.5","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/egg.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/leg.png"" width=""300""></div>","arrowup","experiment","","","","","","","","","","","","","","","","","true","","","","","","visual/egg.png","visual/leg.png","ArrowUp","ortho","","","","","","","",""
"","","","","","html-keyboard-response","496","3837950","0.0-277.0-0.52","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","",""
"","","","","","html-keyboard-response","497","3838463","0.0-277.0-1.52","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","498","3839865","0.0-277.0-2.52","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","1393.6000000238419","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/plane.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/chain.png"" width=""300""></div>","arrowup","experiment","","","","","","","","","","","","","","","","","true","","","","","","visual/plane.png","visual/chain.png","ArrowUp","non-ortho","","","","","","","",""
"","","","","","html-keyboard-response","499","3840126","0.0-277.0-0.53","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","250","","","","","","","","","","","",""
"","","","","","html-keyboard-response","500","3840633","0.0-277.0-1.53","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","501","3842273","0.0-277.0-2.53","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","1636.1000000238419","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/chain.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/brain.png"" width=""300""></div>","arrowup","experiment","","","","","","","","","","","","","","","","","true","","","","","","visual/chain.png","visual/brain.png","ArrowUp","ortho","","","","","","","",""
"","","","","","html-keyboard-response","502","3843032","0.0-277.0-0.54","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","750","","","","","","","","","","","",""
"","","","","","html-keyboard-response","503","3843537","0.0-277.0-1.54","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","504","3844965","0.0-277.0-2.54","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","1424.5","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/screw.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/shoe.png"" width=""300""></div>","arrowup","experiment","","","","","","","","","","","","","","","","","true","","","","","","visual/screw.png","visual/shoe.png","ArrowUp","non-ortho","","","","","","","",""
"","","","","","html-keyboard-response","505","3845230","0.0-277.0-0.55","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","250","","","","","","","","","","","",""
"","","","","","html-keyboard-response","506","3845735","0.0-277.0-1.55","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","507","3847462","0.0-277.0-2.55","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","1722.6000000238419","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/well.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/bell.png"" width=""300""></div>","arrowup","experiment","","","","","","","","","","","","","","","","","true","","","","","","visual/well.png","visual/bell.png","ArrowUp","ortho","","","","","","","",""
"","","","","","html-keyboard-response","508","3848469","0.0-277.0-0.56","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","",""
"","","","","","html-keyboard-response","509","3848981","0.0-277.0-1.56","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","510","3850744","0.0-277.0-2.56","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","1757.6999999284744","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/drawer.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/chair.png"" width=""300""></div>","arrowdown","experiment","","","","","","","","","","","","","","","","","true","","","","","","visual/drawer.png","visual/chair.png","ArrowDown","NR","","","","","","","",""
"","","","","","html-keyboard-response","511","3851253","0.0-277.0-0.57","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","",""
"","","","","","html-keyboard-response","512","3851770","0.0-277.0-1.57","A3FNC8ELMK8YJA","2022-05-19T13:39:04.935Z","phon_sim-task_switching-rhyme-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
