"event","trial","time"
"fullscreenenter","2","6716"
"fullscreenexit","1069","1346553"
"blur","1069","1347761"
"focus","1069","1349971"
"blur","1069","1374425"
"focus","1069","1375614"
"blur","1070","1399777"
"focus","1070","1403102"
