"event","trial","time"
"blur","1","17299"
"focus","1","295811"
"blur","1","297388"
"focus","1","1013883"
"fullscreenenter","2","1241492"
"fullscreenexit","1247","5018955"
"blur","1247","5021629"
"focus","1247","5222331"
