"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","worker_id","start_time","experiment_order","view_history","rt","experiment","stimulus","response","wait_time","correct","phase","image_1","image_2","cor_key","type","question_order","talk_out_loud","strategy_free_ans","condition","answer","operation","trial_no","color_cue","symbol_cue","word_1","word_2","word_3","word_4","word_5","original_word_set","response_1","response_2","response_3","response_4","response_5","judgment_type","stim_1","stim_2","inverted","true_neg","true_pos","false_pos","false_neg"
"","","","","","html-keyboard-response","467","709942","0.0-275.0-2.0","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","null","phon_sim","<h1 id=""word_1"">mad</h1><h1 id=""word_2"">man</h1><h1 id=""word_3"">map</h1><h1 id=""word_4"">mat</h1><h1 id=""word_5"">max</h1>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","468","722958","0.0-275.0-0.1","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">pen</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">rig</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">day</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">bar</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">cow</h1></div>","null","","","training","","","","","","","","","","","","","","pen","rig","day","bar","cow","training","","","","","","","","","","","","",""
"","","","","","survey-text","469","730777","0.0-275.0-1.1","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","7812.5","phon_sim","","{""position_1"":""pen"",""position_2"":""rig "",""position_3"":""day"",""position_4"":""bar"",""position_5"":""cow""}","","","training","","","","","","","","","","","","","","","","","","","","pen","rig ","day","bar","cow","","","","","","","",""
"","","","","","html-keyboard-response","470","735778","0.0-275.0-2.1","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","null","phon_sim","<h1 id=""word_1"">pen</h1><h1 id=""word_2"">rig</h1><h1 id=""word_3"">day</h1><h1 id=""word_4"">bar</h1><h1 id=""word_5"">cow</h1>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","471","736777","0.0-276.0","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","[{""page_index"":0,""viewing_time"":997.9000000022352}]","998.1000000014901","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","472","749790","0.0-277.0-0.0","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">taut</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">caught</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">bought</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">wart</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">sort</h1></div>","null","","","experiment","","","","","","","","","","","","","","taut","caught","bought","wart","sort","phonSet","","","","","","","","","","","","",""
"","","","","","survey-text","473","758737","0.0-277.0-1.0","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","8940","phon_sim","","{""position_1"":""taught"",""position_2"":""caught"",""position_3"":""bought"",""position_4"":""wart"",""position_5"":""sort""}","","","experiment","","","","","","","","","","","","","","","","","","","","taught","caught","bought","wart","sort","","","","","","","",""
"","","","","","html-keyboard-response","474","771739","0.0-277.0-0.1","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">bought</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">sort</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">wart</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">taut</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">caught</h1></div>","null","","","experiment","","","","","","","","","","","","","","bought","sort","wart","taut","caught","phonSet","","","","","","","","","","","","",""
"","","","","","survey-text","475","788729","0.0-277.0-1.1","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","16983","phon_sim","","{""position_1"":""bought"",""position_2"":""wart "",""position_3"":""sort"",""position_4"":""taut"",""position_5"":""caught""}","","","experiment","","","","","","","","","","","","","","","","","","","","bought","wart ","sort","taut","caught","","","","","","","",""
"","","","","","html-keyboard-response","476","801731","0.0-277.0-0.2","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">friend</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">board</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">sleigh</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">row</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">plea</h1></div>","null","","","experiment","","","","","","","","","","","","","","friend","board","sleigh","row","plea","controlSet","","","","","","","","","","","","",""
"","","","","","survey-text","477","811777","0.0-277.0-1.2","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","10039","phon_sim","","{""position_1"":""friend"",""position_2"":""board"",""position_3"":""sleigh"",""position_4"":""row"",""position_5"":""plea""}","","","experiment","","","","","","","","","","","","","","","","","","","","friend","board","sleigh","row","plea","","","","","","","",""
"","","","","","html-keyboard-response","478","824779","0.0-277.0-0.3","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">taut</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">bought</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">caught</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">wart</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">sort</h1></div>","null","","","experiment","","","","","","","","","","","","","","taut","bought","caught","wart","sort","phonSet","","","","","","","","","","","","",""
"","","","","","survey-text","479","833033","0.0-277.0-1.3","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","8249","phon_sim","","{""position_1"":""taught"",""position_2"":""bought"",""position_3"":""caught"",""position_4"":""wart"",""position_5"":""sort""}","","","experiment","","","","","","","","","","","","","","","","","","","","taught","bought","caught","wart","sort","","","","","","","",""
"","","","","","html-keyboard-response","480","846035","0.0-277.0-0.4","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">row</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">plea</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">sleigh</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">board</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">friend</h1></div>","null","","","experiment","","","","","","","","","","","","","","row","plea","sleigh","board","friend","controlSet","","","","","","","","","","","","",""
"","","","","","survey-text","481","854297","0.0-277.0-1.4","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","8254.400000002235","phon_sim","","{""position_1"":""row "",""position_2"":""plea"",""position_3"":""sleigh"",""position_4"":""board"",""position_5"":""friend""}","","","experiment","","","","","","","","","","","","","","","","","","","","row ","plea","sleigh","board","friend","","","","","","","",""
"","","","","","html-keyboard-response","482","867299","0.0-277.0-0.5","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">cough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1></div>","null","","","experiment","","","","","","","","","","","","","","cough","rough","dough","through","bough","orthoSet","","","","","","","","","","","","",""
"","","","","","survey-text","483","878952","0.0-277.0-1.5","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","11647.10000000149","phon_sim","","{""position_1"":""cough"",""position_2"":""rough"",""position_3"":""bough"",""position_4"":""through"",""position_5"":""tough""}","","","experiment","","","","","","","","","","","","","","","","","","","","cough","rough","bough","through","tough","","","","","","","",""
"","","","","","html-keyboard-response","484","891955","0.0-277.0-0.6","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">through</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1></div>","null","","","experiment","","","","","","","","","","","","","","through","dough","cough","rough","bough","orthoSet","","","","","","","","","","","","",""
"","","","","","survey-text","485","902753","0.0-277.0-1.6","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","10789.70000000298","phon_sim","","{""position_1"":""through"",""position_2"":""dough"",""position_3"":""cough"",""position_4"":""rough"",""position_5"":""bough""}","","","experiment","","","","","","","","","","","","","","","","","","","","through","dough","cough","rough","bough","","","","","","","",""
"","","","","","html-keyboard-response","486","915755","0.0-277.0-0.7","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">through</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1></div>","null","","","experiment","","","","","","","","","","","","","","through","bough","dough","cough","rough","orthoSet","","","","","","","","","","","","",""
"","","","","","survey-text","487","925137","0.0-277.0-1.7","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","9374.89999999851","phon_sim","","{""position_1"":""through"",""position_2"":""bough"",""position_3"":""dough"",""position_4"":""cough"",""position_5"":""rough""}","","","experiment","","","","","","","","","","","","","","","","","","","","through","bough","dough","cough","rough","","","","","","","",""
"","","","","","html-keyboard-response","488","938139","0.0-277.0-0.8","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">rough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1></div>","null","","","experiment","","","","","","","","","","","","","","rough","through","dough","cough","bough","orthoSet","","","","","","","","","","","","",""
"","","","","","survey-text","489","945377","0.0-277.0-1.8","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","7230.800000000745","phon_sim","","{""position_1"":""rough"",""position_2"":""through"",""position_3"":""dough"",""position_4"":""cough"",""position_5"":""bough""}","","","experiment","","","","","","","","","","","","","","","","","","","","rough","through","dough","cough","bough","","","","","","","",""
"","","","","","html-keyboard-response","490","958379","0.0-277.0-0.9","A3DUPRZSMU9W5R","2022-05-27T00:13:57.251Z","rhyme-task_switching-phon_sim-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">wart</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">sort</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">caught</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">taut</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">bought</h1></div>","null","","","experiment","","","","","","","","","","","","","","wart","sort","caught","taut","bought","phonSet","","","","","","","","","","","","",""
