"event","trial","time"
"focus","0","68"
"blur","0","1043"
"focus","0","1870"
"blur","0","4524"
"focus","1","7355"
"blur","2","72854"
"focus","2","72903"
"fullscreenenter","2","73054"
"blur","406","479492"
"focus","406","520097"
"blur","608","723209"
"focus","608","728058"
"blur","1077","2070451"
"focus","1077","2095342"
