"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","worker_id","start_time","experiment_order","view_history","rt","experiment","stimulus","response","phase","word_1","word_2","word_3","word_4","word_5","original_word_set","response_1","response_2","response_3","response_4","response_5","question_order","talk_out_loud","strategy_free_ans","condition","answer","correct","operation","trial_no","color_cue","symbol_cue","wait_time","image_1","image_2","cor_key","type","judgment_type","stim_1","stim_2","inverted","true_pos","true_neg","false_pos","false_neg"
"","","","","","html-keyboard-response","49","1091696","0.0-6.0-0.19","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">sleigh</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">friend</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">row</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">board</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">plea</h1></div>","null","experiment","sleigh","friend","row","board","plea","controlSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","50","1106748","0.0-6.0-1.19","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","15048.5","phon_sim","","{""position_1"":""sleigh"",""position_2"":""friend"",""position_3"":""row"",""position_4"":""board"",""position_5"":""plea""}","experiment","","","","","","","sleigh","friend","row","board","plea","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","51","1119750","0.0-6.0-0.20","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">rough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1></div>","null","experiment","rough","dough","bough","cough","through","orthoSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","52","1137585","0.0-6.0-1.20","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","17831.599999964237","phon_sim","","{""position_1"":""rough"",""position_2"":""dough"",""position_3"":""bough"",""position_4"":""cough"",""position_5"":""through""}","experiment","","","","","","","rough","dough","bough","cough","through","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","53","1150595","0.0-6.0-0.21","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">board</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">sleigh</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">plea</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">row</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">friend</h1></div>","null","experiment","board","sleigh","plea","row","friend","controlSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","54","1167011","0.0-6.0-1.21","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","16413.399999976158","phon_sim","","{""position_1"":""board"",""position_2"":""sleigh"",""position_3"":""plea"",""position_4"":""row"",""position_5"":""friend""}","experiment","","","","","","","board","sleigh","plea","row","friend","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","55","1180013","0.0-6.0-0.22","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">sort</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">taut</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">bought</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">caught</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">wart</h1></div>","null","experiment","sort","taut","bought","caught","wart","phonSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","56","1198742","0.0-6.0-1.22","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","18726.5","phon_sim","","{""position_1"":""sort"",""position_2"":""taught"",""position_3"":""caught"",""position_4"":""bought"",""position_5"":""wart""}","experiment","","","","","","","sort","taught","caught","bought","wart","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","57","1211756","0.0-6.0-0.23","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">board</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">plea</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">sleigh</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">row</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">friend</h1></div>","null","experiment","board","plea","sleigh","row","friend","controlSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","58","1230210","0.0-6.0-1.23","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","18451.30000001192","phon_sim","","{""position_1"":""board"",""position_2"":""plea"",""position_3"":""sleigh"",""position_4"":""row"",""position_5"":""friend""}","experiment","","","","","","","board","plea","sleigh","row","friend","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-multi-choice","59","1238098","0.0-7.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","7886.399999976158","phon_sim","","{""Q0"":""Yes""}","","","","","","","","","","","","","[0]","Yes","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","60","1244027","0.0-8.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","5926.100000023842","phon_sim","","{""Q0"":""""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","61","1246255","0.0-9.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","[{""page_index"":0,""viewing_time"":2226.699999988079}]","2227","phon_sim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","62","1344455","0.0-10.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","[{""page_index"":0,""viewing_time"":98199.10000002384}]","98199.40000003576","task_switching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","63","1359540","0.0-11.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","[{""page_index"":0,""viewing_time"":15084}]","15084.400000035763","task_switching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","64","1368374","0.0-12.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","8830.200000047684","task_switching","85","{""subtraction_ans"":""82""}","training","","","","","","","","","","","","","","","subtraction","82","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","65","1369391","0.0-13.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","66","1374630","0.0-14.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","5237.5","task_switching","68","{""subtraction_ans"":""65""}","training","","","","","","","","","","","","","","","subtraction","65","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","67","1375635","0.0-15.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","68","1379744","0.0-16.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","4106.5","task_switching","19","{""subtraction_ans"":""16""}","training","","","","","","","","","","","","","","","subtraction","16","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","69","1380760","0.0-17.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","70","1384467","0.0-18.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","3705.100000023842","task_switching","46","{""subtraction_ans"":""43""}","training","","","","","","","","","","","","","","","subtraction","43","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","71","1385470","0.0-19.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","72","1389962","0.0-20.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","4490.800000011921","task_switching","49","{""subtraction_ans"":""46""}","training","","","","","","","","","","","","","","","subtraction","46","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","73","1390966","0.0-21.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","74","1399111","0.0-22.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","8143.599999964237","task_switching","61","{""subtraction_ans"":""58""}","training","","","","","","","","","","","","","","","subtraction","58","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","75","1400117","0.0-23.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","76","1402694","0.0-24.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","2575.699999988079","task_switching","33","{""subtraction_ans"":""30""}","training","","","","","","","","","","","","","","","subtraction","30","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","77","1403707","0.0-25.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","78","1407102","0.0-26.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","3393.399999976158","task_switching","95","{""subtraction_ans"":""92""}","training","","","","","","","","","","","","","","","subtraction","92","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","79","1408114","0.0-27.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","80","1418166","0.0-28.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","10050","task_switching","71","{""subtraction_ans"":""68""}","training","","","","","","","","","","","","","","","subtraction","68","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","81","1419181","0.0-29.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","82","1423014","0.0-30.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","3831.2999999523163","task_switching","18","{""subtraction_ans"":""15""}","training","","","","","","","","","","","","","","","subtraction","15","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","83","1424026","0.0-31.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","84","1432755","0.0-32.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","[{""page_index"":0,""viewing_time"":8728.300000011921}]","8728.600000023842","task_switching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","85","1438886","0.0-33.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","6128.800000011921","task_switching","25","{""subtraction_ans"":""22""}","experiment","","","","","","","","","","","","","","","subtraction","22","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","survey-text","86","1441918","0.0-34.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","3028.599999964237","task_switching","43","{""subtraction_ans"":""40""}","experiment","","","","","","","","","","","","","","","subtraction","40","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","survey-text","87","1445142","0.0-35.0","AKVDK30EEV08C","2022-05-19T04:38:39.894Z","phon_sim-task_switching-rhyme-same_different","","3220.899999976158","task_switching","46","{""subtraction_ans"":""43""}","experiment","","","","","","","","","","","","","","","subtraction","43","true","subtract","","","","","","","","","","","","","","","",""
