"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","worker_id","start_time","experiment_order","view_history","rt","experiment","stimulus","response","phase","word_1","word_2","word_3","word_4","word_5","original_word_set","response_1","response_2","response_3","response_4","response_5","question_order","talk_out_loud","strategy_free_ans","wait_time","correct","image_1","image_2","cor_key","type","condition","answer","operation","symbol_cue","trial_no","color_cue","judgment_type","stim_1","stim_2","inverted","true_pos","true_neg","false_pos","false_neg"
"","","","","","html-keyboard-response","164","1238990","0.0-13.0-1.29","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","165","1242657","0.0-13.0-2.29","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","3664.4000000953674","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/cat.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/sock.png"" width=""300""></div>","arrowdown","experiment","","","","","","","","","","","","","","","","true","visual/cat.png","visual/sock.png","ArrowDown","NR","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","166","1243419","0.0-13.0-0.30","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","750","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","167","1243936","0.0-13.0-1.30","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","168","1245517","0.0-13.0-2.30","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","1579.1999999284744","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/key.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/snail.png"" width=""300""></div>","arrowdown","experiment","","","","","","","","","","","","","","","","true","visual/key.png","visual/snail.png","ArrowDown","NR","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","169","1246533","0.0-13.0-0.31","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","170","1247050","0.0-13.0-1.31","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","171","1249065","0.0-13.0-2.31","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","2013.4000000953674","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/dart.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/tie.png"" width=""300""></div>","arrowdown","experiment","","","","","","","","","","","","","","","","true","visual/dart.png","visual/tie.png","ArrowDown","NR","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","172","1249580","0.0-13.0-0.32","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","173","1250097","0.0-13.0-1.32","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","174","1252273","0.0-13.0-2.32","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","2174","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/king.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/cab.png"" width=""300""></div>","arrowdown","experiment","","","","","","","","","","","","","","","","true","visual/king.png","visual/cab.png","ArrowDown","NR","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","175","1253277","0.0-13.0-0.33","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","176","1253793","0.0-13.0-1.33","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","177","1255091","0.0-13.0-2.33","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","1296","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/king.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/ring.png"" width=""300""></div>","arrowup","experiment","","","","","","","","","","","","","","","","true","visual/king.png","visual/ring.png","ArrowUp","ortho","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","178","1256108","0.0-13.0-0.34","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","179","1256624","0.0-13.0-1.34","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","180","1258904","0.0-13.0-2.34","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","2266.2000000476837","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/brain.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/clock.png"" width=""300""></div>","arrowup","experiment","","","","","","","","","","","","","","","","false","visual/brain.png","visual/clock.png","ArrowDown","NR","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","181","1259167","0.0-13.0-0.35","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","250","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","182","1259683","0.0-13.0-1.35","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","183","1264696","0.0-13.0-2.35","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/nose.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/bell.png"" width=""300""></div>","null","experiment","","","","","","","","","","","","","","","","false","visual/nose.png","visual/bell.png","ArrowDown","NR","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","184","1265461","0.0-13.0-0.36","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","750","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","185","1265978","0.0-13.0-1.36","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","186","1270990","0.0-13.0-2.36","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/drum.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/thumb.png"" width=""300""></div>","null","experiment","","","","","","","","","","","","","","","","false","visual/drum.png","visual/thumb.png","ArrowUp","non-ortho","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","187","1271506","0.0-13.0-0.37","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","188","1272022","0.0-13.0-1.37","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","189","1277036","0.0-13.0-2.37","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/drawer.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/door.png"" width=""300""></div>","null","experiment","","","","","","","","","","","","","","","","false","visual/drawer.png","visual/door.png","ArrowUp","non-ortho","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","190","1278051","0.0-13.0-0.38","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","191","1278567","0.0-13.0-1.38","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","192","1280668","0.0-13.0-2.38","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","2099.2999999523163","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/socks.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/fox.png"" width=""300""></div>","arrowdown","experiment","","","","","","","","","","","","","","","","false","visual/socks.png","visual/fox.png","ArrowUp","non-ortho","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","193","1281428","0.0-13.0-0.39","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","750","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","194","1281932","0.0-13.0-1.39","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","195","1283492","0.0-13.0-2.39","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","1558.6000000238419","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/chain.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/brain.png"" width=""300""></div>","arrowup","experiment","","","","","","","","","","","","","","","","true","visual/chain.png","visual/brain.png","ArrowUp","ortho","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","196","1283995","0.0-13.0-0.40","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","197","1284512","0.0-13.0-1.40","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","198","1286118","0.0-13.0-2.40","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","1604.6999999284744","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/bear.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/hair.png"" width=""300""></div>","arrowup","experiment","","","","","","","","","","","","","","","","true","visual/bear.png","visual/hair.png","ArrowUp","non-ortho","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","199","1286876","0.0-13.0-0.41","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","750","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","200","1287377","0.0-13.0-1.41","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","201","1288975","0.0-13.0-2.41","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","1596.5","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/egg.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/ring.png"" width=""300""></div>","arrowdown","experiment","","","","","","","","","","","","","","","","true","visual/egg.png","visual/ring.png","ArrowDown","NR","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","202","1289740","0.0-13.0-0.42","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","750","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","203","1290256","0.0-13.0-1.42","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","204","1291674","0.0-13.0-2.42","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","1415.7000000476837","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/train.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/crane.png"" width=""300""></div>","arrowup","experiment","","","","","","","","","","","","","","","","true","visual/train.png","visual/crane.png","ArrowUp","non-ortho","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","205","1292438","0.0-13.0-0.43","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","750","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","206","1292942","0.0-13.0-1.43","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","207","1294104","0.0-13.0-2.43","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","1160.9000000953674","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/tree.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/door.png"" width=""300""></div>","arrowdown","experiment","","","","","","","","","","","","","","","","true","visual/tree.png","visual/door.png","ArrowDown","NR","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","208","1294619","0.0-13.0-0.44","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","209","1295135","0.0-13.0-1.44","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","210","1296410","0.0-13.0-2.44","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","1273.2999999523163","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/spoon.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/crab.png"" width=""300""></div>","arrowdown","experiment","","","","","","","","","","","","","","","","true","visual/spoon.png","visual/crab.png","ArrowDown","NR","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","211","1297417","0.0-13.0-0.45","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","212","1297933","0.0-13.0-1.45","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","213","1299649","0.0-13.0-2.45","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","1713.7000000476837","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/wave.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/cave.png"" width=""300""></div>","arrowdown","experiment","","","","","","","","","","","","","","","","false","visual/wave.png","visual/cave.png","ArrowUp","ortho","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","214","1300164","0.0-13.0-0.46","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","215","1300681","0.0-13.0-1.46","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","216","1302943","0.0-13.0-2.46","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","2259.7000000476837","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/bed.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/bread.png"" width=""300""></div>","arrowdown","experiment","","","","","","","","","","","","","","","","false","visual/bed.png","visual/bread.png","ArrowUp","non-ortho","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","217","1303445","0.0-13.0-0.47","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","218","1303962","0.0-13.0-1.47","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","219","1305459","0.0-13.0-2.47","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","1496","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/key.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/tree.png"" width=""300""></div>","arrowup","experiment","","","","","","","","","","","","","","","","true","visual/key.png","visual/tree.png","ArrowUp","non-ortho","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","220","1306225","0.0-13.0-0.48","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","750","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","221","1306742","0.0-13.0-1.48","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","222","1309372","0.0-13.0-2.48","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","2628.100000023842","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/wheel.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/seal.png"" width=""300""></div>","arrowdown","experiment","","","","","","","","","","","","","","","","false","visual/wheel.png","visual/seal.png","ArrowUp","non-ortho","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","223","1309624","0.0-13.0-0.49","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","250","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","224","1310139","0.0-13.0-1.49","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","225","1314678","0.0-13.0-2.49","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","4536.799999952316","rhyme","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/egg.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/leg.png"" width=""300""></div>","arrowdown","experiment","","","","","","","","","","","","","","","","false","visual/egg.png","visual/leg.png","ArrowUp","ortho","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","226","1315184","0.0-13.0-0.50","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<div style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","227","1315701","0.0-13.0-1.50","A3KVKK1XLBTSN3","2022-05-19T01:59:00.331Z","phon_sim-rhyme-task_switching-same_different","","null","rhyme","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
